customer_id,age,gender,city,email,age_group
C002711,42,Male,Coimbra,user2711@example.com,Adult (25-45)
C002712,33,Other,Coimbra,user2712@example.com,Adult (25-45)
C002713,42,Male,Braga,user2713@example.com,Adult (25-45)
C002714,69,Other,Porto,user2714@example.com,Senior
C002715,37,Female,Faro,user2715@example.com,Adult (25-45)
C002716,58,Other,Porto,Unknown,Middle-aged (46-60)
C002717,60,Female,Braga,user2717@example.com,Middle-aged (46-60)
C002718,58,Male,Lisbon,user2718@example.com,Middle-aged (46-60)
C002719,19,Other,Porto,user2719@example.com,Youth (16-24)
C002720,60,Male,Lisbon,user2720@example.com,Middle-aged (46-60)
C002721,67,Other,Faro,user2721@example.com,Senior
C002722,51,Other,Porto,user2722@example.com,Middle-aged (46-60)
C002723,33,Male,Lisbon,user2723@example.com,Adult (25-45)
C002724,53,Male,Lisbon,user2724@example.com,Middle-aged (46-60)
C002725,44,Other,Porto,user2725@example.com,Adult (25-45)
C002726,31,Other,Braga,user2726@example.com,Adult (25-45)
C002727,52,Female,Coimbra,user2727@example.com,Middle-aged (46-60)
C002728,28,Other,Porto,user2728@example.com,Adult (25-45)
C002729,27,Other,Faro,user2729@example.com,Adult (25-45)
C002730,51,Male,Porto,user2730@example.com,Middle-aged (46-60)
C002731,58,Other,Porto,user2731@example.com,Middle-aged (46-60)
C002732,50,Male,Braga,user2732@example.com,Middle-aged (46-60)
C002733,24,Unknown,Coimbra,user2733@example.com,Youth (16-24)
C002734,59,Male,Coimbra,user2734@example.com,Middle-aged (46-60)
C002735,54,Other,Lisbon,user2735@example.com,Middle-aged (46-60)
C002736,39,Female,Braga,user2736@example.com,Adult (25-45)
C002737,36,Other,Lisbon,user2737@example.com,Adult (25-45)
C002738,39,Other,Porto,user2738@example.com,Adult (25-45)
C002739,49,Other,Lisbon,user2739@example.com,Middle-aged (46-60)
C002740,50,Male,Porto,user2740@example.com,Middle-aged (46-60)
C002741,33,Other,Porto,user2741@example.com,Adult (25-45)
C002742,63,Other,Lisbon,user2742@example.com,Senior
C002743,61,Male,Lisbon,user2743@example.com,Senior
C002744,58,Male,Faro,user2744@example.com,Middle-aged (46-60)
C002745,40,Other,Braga,user2745@example.com,Adult (25-45)
C002746,64,Other,Lisbon,user2746@example.com,Senior
C002747,25,Male,Braga,user2747@example.com,Adult (25-45)
C002748,20,Male,Coimbra,user2748@example.com,Youth (16-24)
C002749,17,Male,Coimbra,user2749@example.com,Youth (16-24)
C002750,57,Other,Coimbra,user2750@example.com,Middle-aged (46-60)
C002751,65,Female,Faro,Unknown,Senior
C002752,26,Male,Braga,user2752@example.com,Adult (25-45)
C002753,38,Female,Braga,user2753@example.com,Adult (25-45)
C002754,67,Female,Porto,user2754@example.com,Senior
C002755,27,Other,Lisbon,user2755@example.com,Adult (25-45)
C002756,66,Other,Faro,user2756@example.com,Senior
C002757,58,Male,Porto,user2757@example.com,Middle-aged (46-60)
C002758,59,Female,Coimbra,user2758@example.com,Middle-aged (46-60)
C002759,26,Female,Faro,user2759@example.com,Adult (25-45)
C002760,31,Male,Faro,user2760@example.com,Adult (25-45)
C002761,17,Other,Braga,Unknown,Youth (16-24)
C002762,60,Female,Braga,user2762@example.com,Middle-aged (46-60)
C002763,47,Male,Faro,user2763@example.com,Middle-aged (46-60)
C002764,26,Male,Coimbra,user2764@example.com,Adult (25-45)
C002765,46,Male,Porto,user2765@example.com,Middle-aged (46-60)
C002766,49,Male,Lisbon,user2766@example.com,Middle-aged (46-60)
C002767,45,Female,Porto,user2767@example.com,Adult (25-45)
C002768,18,Other,Braga,user2768@example.com,Youth (16-24)
C002769,46,Female,Braga,user2769@example.com,Middle-aged (46-60)
C002770,41,Other,Faro,Unknown,Adult (25-45)
C002771,35,Male,Lisbon,user2771@example.com,Adult (25-45)
C002772,34,Male,Faro,user2772@example.com,Adult (25-45)
C002773,40,Other,Coimbra,user2773@example.com,Adult (25-45)
C002774,59,Other,Coimbra,user2774@example.com,Middle-aged (46-60)
C002775,27,Male,Lisbon,user2775@example.com,Adult (25-45)
C002776,32,Male,Porto,user2776@example.com,Adult (25-45)
C002777,24,Male,Braga,user2777@example.com,Youth (16-24)
C002778,50,Unknown,Lisbon,user2778@example.com,Middle-aged (46-60)
C002779,24,Male,Lisbon,user2779@example.com,Youth (16-24)
C002780,46,Male,Faro,user2780@example.com,Middle-aged (46-60)
C002781,22,Male,Coimbra,user2781@example.com,Youth (16-24)
C002782,36,Female,Lisbon,user2782@example.com,Adult (25-45)
C002783,38,Male,Faro,user2783@example.com,Adult (25-45)
C002784,61,Male,Coimbra,user2784@example.com,Senior
C002785,21,Other,Porto,user2785@example.com,Youth (16-24)
C002786,58,Male,Coimbra,user2786@example.com,Middle-aged (46-60)
C002787,68,Female,Coimbra,user2787@example.com,Senior
C002788,67,Male,Coimbra,user2788@example.com,Senior
C002789,57,Male,Braga,user2789@example.com,Middle-aged (46-60)
C002790,33,Female,Braga,user2790@example.com,Adult (25-45)
C002791,67,Other,Coimbra,user2791@example.com,Senior
C002792,56,Male,Porto,Unknown,Middle-aged (46-60)
C002793,44,Male,Braga,user2793@example.com,Adult (25-45)
C002794,20,Female,Coimbra,user2794@example.com,Youth (16-24)
C002795,45,Male,Faro,user2795@example.com,Adult (25-45)
C002796,17,Female,Coimbra,user2796@example.com,Youth (16-24)
C002797,65,Other,Lisbon,user2797@example.com,Senior
C002798,30,Female,Braga,user2798@example.com,Adult (25-45)
C002799,28,Other,Coimbra,user2799@example.com,Adult (25-45)
C002800,57,Male,Porto,user2800@example.com,Middle-aged (46-60)
C002801,21,Female,Faro,user2801@example.com,Youth (16-24)
C002802,27,Male,Faro,user2802@example.com,Adult (25-45)
C002803,58,Other,Braga,user2803@example.com,Middle-aged (46-60)
C002804,61,Female,Coimbra,user2804@example.com,Senior
C002805,65,Male,Faro,user2805@example.com,Senior
C002806,35,Female,Braga,user2806@example.com,Adult (25-45)
C002807,54,Male,Lisbon,user2807@example.com,Middle-aged (46-60)
C002808,21,Other,Faro,user2808@example.com,Youth (16-24)
C002809,40,Female,Coimbra,user2809@example.com,Adult (25-45)
C002810,25,Other,Coimbra,user2810@example.com,Adult (25-45)
C002811,38,Male,Faro,user2811@example.com,Adult (25-45)
C002812,42,Male,Porto,user2812@example.com,Adult (25-45)
C002813,17,Other,Braga,user2813@example.com,Youth (16-24)
C002814,31,Male,Faro,user2814@example.com,Adult (25-45)
C002815,29,Male,Porto,user2815@example.com,Adult (25-45)
C002816,21,Female,Coimbra,user2816@example.com,Youth (16-24)
C002817,17,Male,Lisbon,user2817@example.com,Youth (16-24)
C002818,37,Other,Porto,user2818@example.com,Adult (25-45)
C002819,16,Male,Lisbon,user2819@example.com,Youth (16-24)
C002820,52,Female,Braga,user2820@example.com,Middle-aged (46-60)
C002821,26,Other,Braga,user2821@example.com,Adult (25-45)
C002822,66,Male,Porto,user2822@example.com,Senior
C002823,21,Female,Lisbon,user2823@example.com,Youth (16-24)
C002824,41,Male,Coimbra,user2824@example.com,Adult (25-45)
C002825,43,Other,Porto,user2825@example.com,Adult (25-45)
C002826,48,Male,Braga,user2826@example.com,Middle-aged (46-60)
C002827,20,Male,Coimbra,user2827@example.com,Youth (16-24)
C002828,55,Male,Faro,user2828@example.com,Middle-aged (46-60)
C002829,24,Female,Braga,user2829@example.com,Youth (16-24)
C002830,41,Female,Coimbra,user2830@example.com,Adult (25-45)
C002831,58,Male,Porto,user2831@example.com,Middle-aged (46-60)
C002832,52,Male,Faro,user2832@example.com,Middle-aged (46-60)
C002833,53,Other,Faro,user2833@example.com,Middle-aged (46-60)
C002834,39,Male,Porto,user2834@example.com,Adult (25-45)
C002835,43,Male,Faro,user2835@example.com,Adult (25-45)
C002836,49,Female,Lisbon,user2836@example.com,Middle-aged (46-60)
C002837,16,Female,Braga,user2837@example.com,Youth (16-24)
C002838,32,Other,Braga,user2838@example.com,Adult (25-45)
C002839,21,Male,Porto,user2839@example.com,Youth (16-24)
C002840,60,Female,Lisbon,user2840@example.com,Middle-aged (46-60)
C002841,31,Female,Lisbon,user2841@example.com,Adult (25-45)
C002842,36,Other,Faro,user2842@example.com,Adult (25-45)
C002843,34,Male,Faro,user2843@example.com,Adult (25-45)
C002844,20,Female,Porto,user2844@example.com,Youth (16-24)
C002845,33,Male,Braga,user2845@example.com,Adult (25-45)
C002846,55,Male,Lisbon,user2846@example.com,Middle-aged (46-60)
C002847,67,Other,Faro,user2847@example.com,Senior
C002848,31,Other,Coimbra,user2848@example.com,Adult (25-45)
C002849,68,Male,Braga,user2849@example.com,Senior
C002850,22,Male,Coimbra,Unknown,Youth (16-24)
C002851,54,Female,Braga,user2851@example.com,Middle-aged (46-60)
C002852,61,Female,Lisbon,user2852@example.com,Senior
C002853,19,Other,Coimbra,user2853@example.com,Youth (16-24)
C002854,25,Male,Braga,user2854@example.com,Adult (25-45)
C002855,39,Female,Lisbon,user2855@example.com,Adult (25-45)
C002856,37,Other,Faro,user2856@example.com,Adult (25-45)
C002857,30,Male,Faro,user2857@example.com,Adult (25-45)
C002858,50,Other,Lisbon,user2858@example.com,Middle-aged (46-60)
C002859,37,Male,Faro,user2859@example.com,Adult (25-45)
C002860,69,Other,Coimbra,user2860@example.com,Senior
C002861,65,Female,Braga,user2861@example.com,Senior
C002862,41,Other,Coimbra,user2862@example.com,Adult (25-45)
C002863,59,Other,Faro,user2863@example.com,Middle-aged (46-60)
C002864,49,Other,Coimbra,user2864@example.com,Middle-aged (46-60)
C002865,33,Male,Porto,user2865@example.com,Adult (25-45)
C002866,69,Other,Coimbra,user2866@example.com,Senior
C002867,23,Female,Lisbon,user2867@example.com,Youth (16-24)
C002868,38,Male,Braga,user2868@example.com,Adult (25-45)
C002869,66,Male,Lisbon,user2869@example.com,Senior
C002870,60,Male,Lisbon,user2870@example.com,Middle-aged (46-60)
C002871,69,Male,Faro,user2871@example.com,Senior
C002872,61,Other,Porto,user2872@example.com,Senior
C002873,63,Male,Braga,user2873@example.com,Senior
C002874,65,Other,Porto,user2874@example.com,Senior
C002875,27,Female,Braga,user2875@example.com,Adult (25-45)
C002876,55,Male,Faro,user2876@example.com,Middle-aged (46-60)
C002877,29,Female,Coimbra,user2877@example.com,Adult (25-45)
C002878,43,Other,Coimbra,user2878@example.com,Adult (25-45)
C002879,57,Female,Lisbon,user2879@example.com,Middle-aged (46-60)
C002880,39,Male,Coimbra,user2880@example.com,Adult (25-45)
C002881,45,Male,Faro,user2881@example.com,Adult (25-45)
C002882,59,Male,Porto,user2882@example.com,Middle-aged (46-60)
C002883,27,Other,Braga,user2883@example.com,Adult (25-45)
C002884,49,Other,Coimbra,user2884@example.com,Middle-aged (46-60)
C002885,57,Other,Porto,user2885@example.com,Middle-aged (46-60)
C002886,63,Male,Coimbra,user2886@example.com,Senior
C002887,61,Female,Porto,user2887@example.com,Senior
C002888,46,Other,Braga,user2888@example.com,Middle-aged (46-60)
C002889,33,Female,Faro,user2889@example.com,Adult (25-45)
C002890,42,Male,Braga,user2890@example.com,Adult (25-45)
C002891,30,Other,Coimbra,user2891@example.com,Adult (25-45)
C002892,30,Female,Braga,Unknown,Adult (25-45)
C002893,54,Other,Braga,user2893@example.com,Middle-aged (46-60)
C002894,56,Other,Coimbra,user2894@example.com,Middle-aged (46-60)
C002895,56,Female,Lisbon,user2895@example.com,Middle-aged (46-60)
C002896,45,Other,Lisbon,user2896@example.com,Adult (25-45)
C002897,63,Other,Braga,user2897@example.com,Senior
C002898,63,Other,Coimbra,user2898@example.com,Senior
C002899,51,Female,Porto,user2899@example.com,Middle-aged (46-60)
C002900,27,Female,Faro,user2900@example.com,Adult (25-45)
C002901,54,Other,Lisbon,user2901@example.com,Middle-aged (46-60)
C002902,47,Other,Porto,user2902@example.com,Middle-aged (46-60)
C002903,63,Male,Faro,Unknown,Senior
C002904,21,Other,Braga,user2904@example.com,Youth (16-24)
C002905,36,Female,Faro,user2905@example.com,Adult (25-45)
C002906,23,Male,Coimbra,user2906@example.com,Youth (16-24)
C002907,30,Other,Coimbra,user2907@example.com,Adult (25-45)
C002908,36,Unknown,Lisbon,user2908@example.com,Adult (25-45)
C002909,16,Female,Porto,user2909@example.com,Youth (16-24)
C002910,31,Male,Coimbra,user2910@example.com,Adult (25-45)
C002911,56,Female,Porto,user2911@example.com,Middle-aged (46-60)
C002912,19,Female,Lisbon,user2912@example.com,Youth (16-24)
C002913,61,Other,Braga,user2913@example.com,Senior
C002914,33,Unknown,Faro,user2914@example.com,Adult (25-45)
C002915,69,Female,Lisbon,user2915@example.com,Senior
C002916,58,Male,Porto,user2916@example.com,Middle-aged (46-60)
C002917,27,Female,Coimbra,user2917@example.com,Adult (25-45)
C002918,22,Male,Braga,user2918@example.com,Youth (16-24)
C002919,25,Male,Porto,user2919@example.com,Adult (25-45)
C002920,66,Other,Porto,user2920@example.com,Senior
C002921,51,Female,Faro,user2921@example.com,Middle-aged (46-60)
C002922,45,Other,Coimbra,user2922@example.com,Adult (25-45)
C002923,67,Male,Porto,user2923@example.com,Senior
C002924,47,Female,Braga,user2924@example.com,Middle-aged (46-60)
C002925,26,Male,Faro,user2925@example.com,Adult (25-45)
C002926,36,Male,Faro,user2926@example.com,Adult (25-45)
C002927,40,Male,Faro,user2927@example.com,Adult (25-45)
C002928,20,Female,Coimbra,user2928@example.com,Youth (16-24)
C002929,17,Other,Porto,user2929@example.com,Youth (16-24)
C002930,62,Other,Lisbon,user2930@example.com,Senior
C002931,49,Other,Porto,user2931@example.com,Middle-aged (46-60)
C002932,53,Male,Lisbon,user2932@example.com,Middle-aged (46-60)
C002933,59,Male,Lisbon,user2933@example.com,Middle-aged (46-60)
C002934,50,Female,Porto,user2934@example.com,Middle-aged (46-60)
C002935,61,Other,Faro,user2935@example.com,Senior
C002936,22,Female,Lisbon,user2936@example.com,Youth (16-24)
C002937,19,Female,Coimbra,user2937@example.com,Youth (16-24)
C002938,16,Male,Lisbon,user2938@example.com,Youth (16-24)
C002939,51,Male,Porto,user2939@example.com,Middle-aged (46-60)
C002940,60,Male,Braga,user2940@example.com,Middle-aged (46-60)
C002941,50,Male,Coimbra,user2941@example.com,Middle-aged (46-60)
C002942,60,Other,Porto,user2942@example.com,Middle-aged (46-60)
C002943,60,Female,Braga,user2943@example.com,Middle-aged (46-60)
C002944,50,Other,Lisbon,user2944@example.com,Middle-aged (46-60)
C002945,62,Female,Braga,user2945@example.com,Senior
C002946,60,Male,Faro,user2946@example.com,Middle-aged (46-60)
C002947,43,Other,Braga,user2947@example.com,Adult (25-45)
C002948,60,Female,Porto,user2948@example.com,Middle-aged (46-60)
C002949,30,Other,Faro,Unknown,Adult (25-45)
C002950,50,Other,Lisbon,user2950@example.com,Middle-aged (46-60)
C002951,16,Female,Coimbra,Unknown,Youth (16-24)
C002952,51,Female,Braga,user2952@example.com,Middle-aged (46-60)
C002953,68,Other,Lisbon,user2953@example.com,Senior
C002954,31,Female,Braga,user2954@example.com,Adult (25-45)
C002955,51,Male,Faro,user2955@example.com,Middle-aged (46-60)
C002956,35,Male,Lisbon,user2956@example.com,Adult (25-45)
C002957,67,Other,Lisbon,user2957@example.com,Senior
C002958,40,Female,Coimbra,user2958@example.com,Adult (25-45)
C002959,56,Male,Faro,user2959@example.com,Middle-aged (46-60)
C002960,39,Female,Lisbon,user2960@example.com,Adult (25-45)
C002961,51,Female,Porto,user2961@example.com,Middle-aged (46-60)
C002962,27,Male,Coimbra,user2962@example.com,Adult (25-45)
C002963,16,Other,Braga,user2963@example.com,Youth (16-24)
C002964,17,Female,Lisbon,user2964@example.com,Youth (16-24)
C002965,40,Other,Coimbra,user2965@example.com,Adult (25-45)
C002966,51,Female,Faro,user2966@example.com,Middle-aged (46-60)
C002967,55,Other,Porto,user2967@example.com,Middle-aged (46-60)
C002968,57,Male,Lisbon,user2968@example.com,Middle-aged (46-60)
C002969,51,Male,Braga,user2969@example.com,Middle-aged (46-60)
C002970,53,Female,Coimbra,user2970@example.com,Middle-aged (46-60)
C002971,24,Female,Braga,user2971@example.com,Youth (16-24)
C002972,52,Other,Porto,user2972@example.com,Middle-aged (46-60)
C002973,30,Female,Lisbon,user2973@example.com,Adult (25-45)
C002974,59,Male,Braga,user2974@example.com,Middle-aged (46-60)
C002975,16,Female,Lisbon,user2975@example.com,Youth (16-24)
C002976,50,Other,Porto,user2976@example.com,Middle-aged (46-60)
C002977,22,Female,Coimbra,user2977@example.com,Youth (16-24)
C002978,59,Other,Lisbon,user2978@example.com,Middle-aged (46-60)
C002979,25,Other,Faro,user2979@example.com,Adult (25-45)
C002980,51,Other,Porto,user2980@example.com,Middle-aged (46-60)
C002981,28,Female,Braga,user2981@example.com,Adult (25-45)
C002982,57,Other,Porto,user2982@example.com,Middle-aged (46-60)
C002983,20,Other,Lisbon,user2983@example.com,Youth (16-24)
C002984,31,Other,Faro,user2984@example.com,Adult (25-45)
C002985,54,Male,Faro,user2985@example.com,Middle-aged (46-60)
C002986,16,Female,Coimbra,user2986@example.com,Youth (16-24)
C002987,36,Male,Lisbon,user2987@example.com,Adult (25-45)
C002988,43,Female,Braga,user2988@example.com,Adult (25-45)
C002989,69,Other,Lisbon,user2989@example.com,Senior
C002990,55,Male,Braga,user2990@example.com,Middle-aged (46-60)
C002991,50,Male,Porto,user2991@example.com,Middle-aged (46-60)
C002992,65,Other,Braga,user2992@example.com,Senior
C002993,50,Female,Lisbon,user2993@example.com,Middle-aged (46-60)
C002994,45,Other,Lisbon,user2994@example.com,Adult (25-45)
C002995,22,Other,Faro,user2995@example.com,Youth (16-24)
C002996,20,Male,Coimbra,user2996@example.com,Youth (16-24)
C002997,24,Male,Lisbon,user2997@example.com,Youth (16-24)
C002998,18,Other,Coimbra,user2998@example.com,Youth (16-24)
C002999,28,Other,Porto,user2999@example.com,Adult (25-45)
C003000,32,Other,Coimbra,user3000@example.com,Adult (25-45)
C003001,59,Female,Braga,user3001@example.com,Middle-aged (46-60)
C003002,37,Female,Lisbon,user3002@example.com,Adult (25-45)
C003003,62,Male,Lisbon,user3003@example.com,Senior
C003004,65,Male,Porto,user3004@example.com,Senior
C003005,36,Female,Faro,user3005@example.com,Adult (25-45)
C003006,31,Female,Porto,user3006@example.com,Adult (25-45)
C003007,60,Male,Porto,user3007@example.com,Middle-aged (46-60)
C003008,67,Male,Lisbon,user3008@example.com,Senior
C003009,26,Other,Faro,user3009@example.com,Adult (25-45)
C003010,40,Other,Faro,user3010@example.com,Adult (25-45)
C003011,40,Other,Braga,user3011@example.com,Adult (25-45)
C003012,51,Female,Braga,user3012@example.com,Middle-aged (46-60)
C003013,55,Other,Porto,user3013@example.com,Middle-aged (46-60)
C003014,48,Male,Braga,user3014@example.com,Middle-aged (46-60)
C003015,29,Other,Lisbon,Unknown,Adult (25-45)
C003016,20,Female,Braga,user3016@example.com,Youth (16-24)
C003017,42,Female,Braga,user3017@example.com,Adult (25-45)
C003018,61,Other,Braga,user3018@example.com,Senior
C003019,61,Female,Coimbra,user3019@example.com,Senior
C003020,48,Other,Lisbon,user3020@example.com,Middle-aged (46-60)
C003021,28,Other,Faro,user3021@example.com,Adult (25-45)
C003022,41,Other,Porto,user3022@example.com,Adult (25-45)
C003023,42,Female,Braga,user3023@example.com,Adult (25-45)
C003024,16,Female,Porto,user3024@example.com,Youth (16-24)
C003025,29,Male,Lisbon,user3025@example.com,Adult (25-45)
C003026,69,Male,Faro,user3026@example.com,Senior
C003027,19,Male,Lisbon,user3027@example.com,Youth (16-24)
C003028,31,Female,Porto,user3028@example.com,Adult (25-45)
C003029,33,Male,Faro,user3029@example.com,Adult (25-45)
C003030,17,Male,Lisbon,user3030@example.com,Youth (16-24)
C003031,52,Female,Faro,user3031@example.com,Middle-aged (46-60)
C003032,68,Male,Coimbra,user3032@example.com,Senior
C003033,67,Male,Faro,user3033@example.com,Senior
C003034,56,Other,Braga,user3034@example.com,Middle-aged (46-60)
C003035,69,Male,Braga,user3035@example.com,Senior
C003036,37,Other,Faro,Unknown,Adult (25-45)
C003037,47,Female,Braga,user3037@example.com,Middle-aged (46-60)
C003038,39,Male,Braga,user3038@example.com,Adult (25-45)
C003039,55,Male,Porto,user3039@example.com,Middle-aged (46-60)
C003040,43,Female,Coimbra,user3040@example.com,Adult (25-45)
C003041,31,Female,Faro,user3041@example.com,Adult (25-45)
C003042,63,Female,Braga,user3042@example.com,Senior
C003043,27,Male,Braga,user3043@example.com,Adult (25-45)
C003044,33,Other,Lisbon,user3044@example.com,Adult (25-45)
C003045,31,Female,Braga,user3045@example.com,Adult (25-45)
C003046,21,Other,Coimbra,user3046@example.com,Youth (16-24)
C003047,25,Female,Braga,user3047@example.com,Adult (25-45)
C003048,21,Other,Porto,user3048@example.com,Youth (16-24)
C003049,40,Female,Braga,user3049@example.com,Adult (25-45)
C003050,27,Male,Coimbra,user3050@example.com,Adult (25-45)
C003051,41,Male,Braga,user3051@example.com,Adult (25-45)
C003052,67,Female,Faro,user3052@example.com,Senior
C003053,60,Other,Coimbra,user3053@example.com,Middle-aged (46-60)
C003054,61,Other,Braga,user3054@example.com,Senior
C003055,63,Other,Braga,user3055@example.com,Senior
C003056,58,Male,Faro,user3056@example.com,Middle-aged (46-60)
C003057,67,Female,Faro,user3057@example.com,Senior
C003058,36,Female,Porto,user3058@example.com,Adult (25-45)
C003059,42,Female,Lisbon,user3059@example.com,Adult (25-45)
C003060,19,Other,Braga,user3060@example.com,Youth (16-24)
C003061,31,Female,Coimbra,user3061@example.com,Adult (25-45)
C003062,56,Male,Lisbon,user3062@example.com,Middle-aged (46-60)
C003063,18,Other,Braga,user3063@example.com,Youth (16-24)
C003064,57,Female,Porto,user3064@example.com,Middle-aged (46-60)
C003065,58,Male,Faro,user3065@example.com,Middle-aged (46-60)
C003066,43,Female,Braga,user3066@example.com,Adult (25-45)
C003067,40,Male,Braga,user3067@example.com,Adult (25-45)
C003068,67,Male,Faro,user3068@example.com,Senior
C003069,69,Other,Porto,user3069@example.com,Senior
C003070,23,Male,Coimbra,user3070@example.com,Youth (16-24)
C003071,59,Female,Porto,user3071@example.com,Middle-aged (46-60)
C003072,58,Female,Braga,user3072@example.com,Middle-aged (46-60)
C003073,49,Female,Braga,user3073@example.com,Middle-aged (46-60)
C003074,35,Other,Braga,user3074@example.com,Adult (25-45)
C003075,60,Female,Porto,user3075@example.com,Middle-aged (46-60)
C003076,17,Male,Braga,user3076@example.com,Youth (16-24)
C003077,45,Other,Porto,user3077@example.com,Adult (25-45)
C003078,21,Male,Faro,user3078@example.com,Youth (16-24)
C003079,66,Male,Lisbon,user3079@example.com,Senior
C003080,33,Female,Braga,user3080@example.com,Adult (25-45)
C003081,58,Male,Lisbon,user3081@example.com,Middle-aged (46-60)
C003082,38,Other,Coimbra,user3082@example.com,Adult (25-45)
C003083,25,Female,Faro,user3083@example.com,Adult (25-45)
C003084,50,Other,Lisbon,user3084@example.com,Middle-aged (46-60)
C003085,34,Other,Faro,user3085@example.com,Adult (25-45)
C003086,35,Male,Braga,user3086@example.com,Adult (25-45)
C003087,32,Male,Coimbra,user3087@example.com,Adult (25-45)
C003088,62,Female,Braga,user3088@example.com,Senior
C003089,31,Female,Porto,user3089@example.com,Adult (25-45)
C003090,21,Male,Lisbon,user3090@example.com,Youth (16-24)
C003091,68,Other,Coimbra,user3091@example.com,Senior
C003092,26,Female,Lisbon,user3092@example.com,Adult (25-45)
C003093,28,Other,Lisbon,user3093@example.com,Adult (25-45)
C003094,41,Male,Faro,user3094@example.com,Adult (25-45)
C003095,23,Male,Braga,user3095@example.com,Youth (16-24)
C003096,39,Female,Braga,user3096@example.com,Adult (25-45)
C003097,23,Female,Coimbra,user3097@example.com,Youth (16-24)
C003098,23,Female,Coimbra,user3098@example.com,Youth (16-24)
C003099,23,Female,Lisbon,user3099@example.com,Youth (16-24)
C003100,62,Male,Coimbra,user3100@example.com,Senior
C003101,61,Other,Coimbra,user3101@example.com,Senior
C003102,39,Female,Faro,Unknown,Adult (25-45)
C003103,55,Female,Braga,user3103@example.com,Middle-aged (46-60)
C003104,43,Other,Lisbon,user3104@example.com,Adult (25-45)
C003105,35,Female,Porto,user3105@example.com,Adult (25-45)
C003106,52,Other,Lisbon,user3106@example.com,Middle-aged (46-60)
C003107,20,Female,Porto,user3107@example.com,Youth (16-24)
C003108,41,Other,Coimbra,user3108@example.com,Adult (25-45)
C003109,57,Male,Faro,user3109@example.com,Middle-aged (46-60)
C003110,65,Other,Braga,user3110@example.com,Senior
C003111,66,Female,Porto,user3111@example.com,Senior
C003112,17,Male,Faro,user3112@example.com,Youth (16-24)
C003113,52,Other,Lisbon,user3113@example.com,Middle-aged (46-60)
C003114,42,Male,Lisbon,user3114@example.com,Adult (25-45)
C003115,64,Female,Braga,user3115@example.com,Senior
C003116,34,Male,Coimbra,user3116@example.com,Adult (25-45)
C003117,16,Female,Faro,user3117@example.com,Youth (16-24)
C003118,24,Male,Coimbra,user3118@example.com,Youth (16-24)
C003119,58,Female,Braga,user3119@example.com,Middle-aged (46-60)
C003120,59,Female,Coimbra,user3120@example.com,Middle-aged (46-60)
C003121,43,Female,Braga,user3121@example.com,Adult (25-45)
C003122,54,Other,Braga,user3122@example.com,Middle-aged (46-60)
C003123,55,Other,Coimbra,user3123@example.com,Middle-aged (46-60)
C003124,59,Male,Lisbon,user3124@example.com,Middle-aged (46-60)
C003125,58,Other,Lisbon,user3125@example.com,Middle-aged (46-60)
C003126,41,Female,Lisbon,user3126@example.com,Adult (25-45)
C003127,18,Unknown,Porto,user3127@example.com,Youth (16-24)
C003128,20,Male,Braga,user3128@example.com,Youth (16-24)
C003129,38,Female,Braga,user3129@example.com,Adult (25-45)
C003130,59,Male,Coimbra,user3130@example.com,Middle-aged (46-60)
C003131,58,Female,Coimbra,user3131@example.com,Middle-aged (46-60)
C003132,28,Female,Faro,user3132@example.com,Adult (25-45)
C003133,17,Female,Braga,user3133@example.com,Youth (16-24)
C003134,58,Unknown,Porto,user3134@example.com,Middle-aged (46-60)
C003135,58,Other,Porto,user3135@example.com,Middle-aged (46-60)
C003136,23,Male,Faro,user3136@example.com,Youth (16-24)
C003137,24,Female,Coimbra,user3137@example.com,Youth (16-24)
C003138,29,Female,Lisbon,user3138@example.com,Adult (25-45)
C003139,36,Female,Faro,user3139@example.com,Adult (25-45)
C003140,69,Other,Coimbra,user3140@example.com,Senior
C003141,40,Male,Lisbon,user3141@example.com,Adult (25-45)
C003142,30,Other,Faro,user3142@example.com,Adult (25-45)
C003143,16,Female,Faro,user3143@example.com,Youth (16-24)
C003144,44,Female,Lisbon,user3144@example.com,Adult (25-45)
C003145,26,Female,Faro,user3145@example.com,Adult (25-45)
C003146,38,Other,Lisbon,user3146@example.com,Adult (25-45)
C003147,36,Male,Porto,user3147@example.com,Adult (25-45)
C003148,40,Other,Faro,user3148@example.com,Adult (25-45)
C003149,42,Female,Faro,user3149@example.com,Adult (25-45)
C003150,43,Female,Braga,user3150@example.com,Adult (25-45)
C003151,57,Other,Faro,user3151@example.com,Middle-aged (46-60)
C003152,56,Female,Coimbra,user3152@example.com,Middle-aged (46-60)
C003153,41,Male,Porto,user3153@example.com,Adult (25-45)
C003154,56,Other,Braga,user3154@example.com,Middle-aged (46-60)
C003155,17,Male,Faro,user3155@example.com,Youth (16-24)
C003156,47,Female,Coimbra,user3156@example.com,Middle-aged (46-60)
C003157,19,Male,Porto,user3157@example.com,Youth (16-24)
C003158,39,Female,Coimbra,user3158@example.com,Adult (25-45)
C003159,69,Female,Faro,user3159@example.com,Senior
C003160,66,Female,Coimbra,user3160@example.com,Senior
C003161,21,Female,Coimbra,user3161@example.com,Youth (16-24)
C003162,28,Unknown,Faro,user3162@example.com,Adult (25-45)
C003163,44,Male,Braga,user3163@example.com,Adult (25-45)
